Recipe ID,Calories,Fat,Trans Fat,Saturated Fat,Mono Unsaturated Fat,Poly Unsaturated Fat,Protein,Cholesterol,Carbohydrates,Net Carbohydrates,Alcohol,Fiber,Sugar,Sodium,Caffein,Manganese,Potassium,Magnesium,Calcium,Copper,Zinc,Phosphorus,Fluoride,Choline,Iron,Vitamin A,Vitamin B1,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin B12,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Folate,Folic Acid,Iodine,Selenium
83,522.5,26.36,NULL,14.83,NULL,NULL,53.51,146.14,21.29,16.22,0.0,5.07,13.24,1186.96,NULL,0.63,1498.22,118.96,550.52,0.38,5.69,729.86,NULL,NULL,3.86,2673.5,0.25,0.75,13.7,2.2,1.59,2.16,79.18,0.84,2.79,61.35,102.92,NULL,NULL,47.27
84,322.92,22.26,NULL,3.18,NULL,NULL,22.0,48.76,10.59,6.1,0.0,4.49,3.09,262.36,NULL,0.18,862.83,59.55,39.44,0.17,0.97,277.93,NULL,NULL,0.97,389.95,0.15,0.16,3.47,0.97,0.49,1.03,17.96,1.02,3.99,22.09,62.42,NULL,NULL,38.0
85,638.55,46.95,NULL,20.21,NULL,NULL,41.85,172.89,12.38,9.07,0.0,3.31,5.39,393.48,NULL,0.34,710.18,60.2,86.73,0.17,3.2,361.58,NULL,NULL,4.14,11055.3,0.21,0.32,15.58,2.23,0.92,0.67,12.08,0.44,1.21,37.88,39.8,NULL,NULL,31.77
86,1024.58,82.6,NULL,27.03,NULL,NULL,53.8,354.75,17.58,8.75,0.0,8.83,4.22,735.91,NULL,0.34,1477.28,94.71,108.73,0.43,11.61,606.27,NULL,NULL,7.15,2756.88,0.37,0.78,13.95,3.72,1.46,5.48,105.96,1.29,4.9,29.11,154.68,NULL,NULL,58.05
87,902.54,65.88,NULL,28.5,NULL,NULL,56.29,248.81,20.26,14.37,0.0,5.9,8.29,327.43,NULL,0.57,1178.58,96.78,240.19,0.38,9.3,627.1,NULL,NULL,5.62,1794.84,0.41,0.53,13.85,1.69,1.52,2.31,46.51,0.28,2.88,56.52,101.09,NULL,NULL,62.55
88,537.09,34.72,NULL,5.83,NULL,NULL,39.5,187.15,14.52,12.94,0.0,1.58,1.72,1060.01,NULL,0.32,1018.4,67.23,94.43,0.55,1.81,433.23,NULL,NULL,3.17,784.42,0.56,0.83,14.6,3.36,1.58,5.69,24.87,0.5,1.23,124.73,86.26,NULL,NULL,73.72
89,465.29,7.26,NULL,0.93,NULL,NULL,20.02,0.0,82.4,66.85,0.0,15.55,5.03,758.7,NULL,2.13,870.59,104.61,129.24,0.58,2.41,336.85,NULL,NULL,5.65,9181.09,0.27,0.2,3.8,1.75,1.03,NULL,34.24,NULL,1.99,42.32,140.95,NULL,NULL,5.49
90,407.26,9.34,NULL,1.21,NULL,NULL,15.32,0.0,68.44,58.3,0.0,10.14,7.02,699.58,NULL,2.05,1068.41,200.22,104.57,0.7,3.22,472.91,NULL,NULL,5.46,2221.37,0.43,0.41,2.94,1.41,0.67,NULL,75.39,NULL,3.7,75.33,223.77,NULL,NULL,8.78
91,524.47,28.51,NULL,4.12,NULL,NULL,16.42,0.0,59.96,43.43,0.0,16.53,7.76,392.98,NULL,1.87,1610.4,176.98,207.98,0.83,3.54,494.49,NULL,NULL,5.32,3055.22,0.65,0.52,4.73,2.95,1.19,NULL,160.7,NULL,3.81,154.85,286.64,NULL,NULL,13.04
92,554.93,7.45,NULL,1.17,NULL,NULL,23.32,4.7,102.54,80.5,0.0,22.04,16.15,1216.19,NULL,1.73,2065.75,204.63,248.46,1.05,3.82,409.32,NULL,NULL,7.08,34383.39,0.95,0.51,3.62,2.56,0.75,NULL,27.19,NULL,1.73,95.81,377.72,NULL,NULL,5.11
93,252.85,6.38,NULL,0.93,NULL,NULL,12.08,0.0,39.81,27.29,0.0,12.51,14.7,204.2,NULL,0.77,784.84,62.57,44.63,0.38,1.82,249.74,NULL,NULL,4.51,3968.65,0.28,0.2,2.63,1.21,0.61,NULL,156.86,NULL,3.07,18.78,281.95,NULL,NULL,3.85
94,375.59,5.15,NULL,0.68,NULL,NULL,19.83,0.0,66.07,52.07,0.0,14.0,19.32,217.18,NULL,1.08,1161.8,163.82,139.38,0.8,2.34,319.49,NULL,NULL,6.5,697.83,0.53,0.22,19.59,1.59,0.48,NULL,72.83,NULL,2.28,16.17,674.07,NULL,NULL,8.49
95,396.33,3.55,NULL,0.42,NULL,NULL,25.65,0.0,66.22,35.17,0.0,31.05,6.86,231.64,NULL,1.45,1131.12,128.47,88.81,0.55,4.78,459.44,NULL,NULL,8.12,3868.13,0.88,0.24,2.95,2.22,0.62,NULL,13.03,NULL,1.49,23.01,480.2,NULL,NULL,8.31
96,466.25,8.84,NULL,1.3,NULL,NULL,14.51,0.0,82.47,76.89,0.0,5.58,7.63,157.37,NULL,1.09,562.72,72.91,63.78,0.38,1.74,226.56,NULL,NULL,2.79,2236.04,0.17,0.17,3.05,0.76,0.45,NULL,90.18,NULL,2.78,59.43,58.06,NULL,NULL,63.09
97,451.99,14.98,NULL,2.09,NULL,NULL,20.33,0.0,60.09,36.34,0.0,23.75,3.51,205.05,NULL,1.14,1039.11,107.42,58.61,0.5,3.72,372.83,NULL,NULL,6.22,124.71,0.7,0.18,2.67,1.8,0.63,NULL,23.78,NULL,2.48,13.68,366.3,NULL,NULL,6.47
98,716.7,44.41,NULL,6.15,NULL,NULL,14.38,0.0,74.15,54.25,0.0,19.9,11.98,257.22,NULL,2.74,1631.47,209.18,173.44,0.69,2.92,369.66,NULL,NULL,6.86,7085.58,0.4,0.26,5.92,1.96,0.66,NULL,125.43,NULL,7.96,1003.6,189.68,NULL,NULL,2.0
99,345.17,9.43,NULL,1.97,NULL,NULL,17.39,5.56,49.67,31.07,0.0,18.6,4.89,601.87,NULL,1.04,783.52,96.82,149.56,0.37,3.06,306.78,NULL,NULL,5.69,2048.61,0.57,0.24,2.23,1.4,0.5,0.11,45.18,NULL,1.55,193.99,318.74,NULL,NULL,6.02
100,455.29,7.76,NULL,1.16,NULL,NULL,13.63,0.0,86.28,74.02,0.0,12.26,9.48,667.7,NULL,3.73,1031.48,164.6,146.57,0.71,2.66,335.03,NULL,NULL,4.85,8626.25,0.45,0.18,4.77,2.27,1.25,NULL,40.41,NULL,2.34,15.53,83.95,NULL,NULL,3.98
101,260.79,11.49,NULL,1.63,NULL,NULL,12.82,0.0,31.92,25.4,0.0,6.52,6.95,269.38,NULL,0.82,1009.66,137.39,144.58,0.58,1.67,251.75,NULL,NULL,3.43,20876.47,0.33,0.14,3.64,1.08,0.46,NULL,78.85,NULL,3.18,3.98,76.95,NULL,NULL,1.06
102,635.75,31.69,NULL,3.15,NULL,NULL,17.36,0.0,76.7,63.0,0.0,13.7,8.62,523.26,NULL,3.3,901.77,119.33,129.24,0.91,2.2,297.38,NULL,NULL,4.53,6862.24,0.37,0.17,3.1,1.45,0.89,NULL,23.55,NULL,6.71,146.71,105.4,NULL,NULL,3.55
103,204.33,0.77,NULL,0.13,NULL,NULL,12.63,0.0,36.82,22.27,0.0,14.55,2.09,205.61,NULL,1.0,499.0,73.14,40.36,0.3,2.42,235.47,NULL,NULL,3.67,1143.97,0.44,0.11,1.67,1.14,0.32,NULL,3.24,NULL,0.27,3.32,222.86,NULL,NULL,3.83
104,327.84,2.52,NULL,0.29,NULL,NULL,16.03,0.0,63.12,45.05,0.0,18.08,23.1,40.41,NULL,1.38,1026.23,110.67,105.35,0.65,2.92,299.72,NULL,NULL,5.5,816.78,0.47,0.17,2.03,1.45,0.49,NULL,7.03,NULL,1.38,5.49,351.56,NULL,NULL,7.33
105,301.22,14.45,NULL,1.85,NULL,NULL,25.18,62.37,18.46,15.73,0.0,2.73,12.74,310.27,NULL,0.35,834.86,53.01,65.14,0.5,1.39,290.85,NULL,NULL,3.87,829.43,0.41,0.58,9.96,2.23,1.1,3.61,22.59,NULL,3.19,48.58,86.37,NULL,NULL,44.41
106,390.3,22.16,NULL,3.29,NULL,NULL,32.57,83.16,13.78,12.36,0.0,1.42,2.15,377.05,NULL,0.25,873.28,57.9,61.99,0.45,1.31,340.89,NULL,NULL,2.64,999.57,0.51,0.66,13.17,2.69,1.33,4.86,25.56,NULL,2.05,94.5,73.12,NULL,NULL,59.22
107,422.05,21.96,NULL,3.32,NULL,NULL,43.58,112.03,6.39,5.78,3.09,0.61,1.61,397.65,NULL,0.15,1140.68,62.96,40.73,0.11,1.02,563.89,NULL,NULL,0.94,557.68,0.15,0.12,15.44,0.88,1.34,2.49,13.33,10.66,4.29,48.79,42.27,NULL,NULL,104.67
108,639.26,37.05,NULL,5.36,NULL,NULL,33.99,207.52,53.29,36.02,0.0,17.27,20.01,378.39,NULL,2.2,1757.65,149.05,143.54,1.49,4.19,546.42,NULL,NULL,3.97,1759.78,0.4,0.5,7.93,4.38,1.03,4.65,115.99,NULL,4.99,72.9,250.64,NULL,NULL,52.89
109,404.86,18.17,NULL,2.54,NULL,NULL,21.98,38.98,39.45,33.46,0.0,5.99,6.44,1150.87,NULL,1.2,875.64,124.17,102.91,0.47,2.13,381.16,NULL,NULL,3.36,5048.66,0.4,0.56,7.26,1.82,1.12,2.25,119.11,NULL,3.88,95.95,149.17,NULL,NULL,30.42
110,440.07,29.1,NULL,4.24,NULL,NULL,27.23,80.8,18.51,12.93,0.39,5.58,10.85,186.03,NULL,0.83,1339.32,85.72,109.2,0.45,1.47,340.44,NULL,NULL,3.56,517.56,0.33,0.59,10.1,2.29,1.14,4.0,20.94,0.6,3.83,65.44,193.03,NULL,NULL,44.86
111,422.67,10.32,NULL,2.35,NULL,NULL,24.32,23.13,57.66,52.44,0.0,5.21,8.42,257.04,NULL,0.78,593.42,78.38,244.83,0.3,2.36,358.2,NULL,NULL,3.62,2021.93,0.27,0.3,6.95,0.75,0.38,1.7,39.71,1.43,1.54,311.25,84.21,NULL,NULL,72.12
112,729.84,26.14,NULL,3.93,NULL,NULL,56.41,127.96,69.2,58.3,0.0,10.9,19.88,361.9,NULL,1.45,2164.86,231.75,114.03,1.46,5.93,795.77,NULL,NULL,5.36,1492.11,0.81,1.15,19.52,4.79,2.2,10.3,106.82,NULL,3.73,25.65,293.14,NULL,NULL,89.87
113,463.7,2.91,NULL,0.59,NULL,NULL,37.7,48.0,70.33,65.91,0.0,4.42,6.1,307.56,NULL,0.97,688.82,93.53,68.75,0.38,2.38,375.02,NULL,NULL,4.48,2447.95,0.18,0.23,15.57,0.83,0.86,3.43,115.76,1.6,1.47,170.7,64.78,NULL,NULL,143.67
114,381.51,10.43,NULL,1.68,NULL,NULL,49.46,111.13,16.74,14.07,3.1,2.67,9.29,3408.02,NULL,0.44,1298.09,88.68,40.73,0.23,1.33,639.75,NULL,NULL,2.28,521.14,0.18,0.2,17.94,1.21,1.43,2.49,17.48,10.66,3.34,8.26,47.86,NULL,NULL,105.9
115,336.87,12.16,NULL,2.19,NULL,NULL,35.89,93.61,23.42,20.12,0.0,3.3,9.76,357.89,NULL,1.07,1026.8,88.05,184.56,0.58,1.62,376.16,NULL,NULL,6.99,480.43,0.45,0.7,13.92,2.95,1.64,5.41,30.47,NULL,0.32,119.19,69.57,NULL,NULL,63.52
116,207.76,8.6,NULL,1.39,NULL,NULL,21.02,48.58,8.72,8.57,1.03,NULL,0.31,498.66,NULL,6.08,603.13,63.33,56.48,0.19,2.89,353.2,NULL,NULL,7.17,344.96,0.29,0.38,2.88,0.9,0.16,20.82,20.08,NULL,1.66,6.32,75.56,NULL,NULL,78.34
117,388.2,15.32,NULL,2.38,NULL,NULL,43.6,98.62,17.83,15.57,0.0,2.26,5.26,644.82,NULL,0.25,1028.06,65.19,53.73,0.48,1.5,384.93,NULL,NULL,2.43,2403.01,0.57,0.77,15.1,3.16,1.63,5.46,98.28,NULL,1.7,6.75,94.38,NULL,NULL,65.95
118,432.71,21.67,NULL,3.22,NULL,NULL,45.77,124.74,12.29,10.28,0.0,2.01,8.12,105.03,NULL,0.12,1237.47,75.96,54.05,0.64,1.55,473.72,NULL,NULL,2.25,174.14,0.53,0.88,18.04,3.89,1.9,7.21,44.4,NULL,1.65,31.78,72.97,NULL,NULL,82.99
119,731.68,19.32,NULL,3.29,NULL,NULL,41.16,97.1,96.6,95.82,0.0,0.78,55.54,965.49,NULL,0.62,1126.24,76.47,85.36,0.64,1.83,441.27,NULL,NULL,2.62,71.6,0.47,0.79,16.45,3.41,1.59,5.41,NULL,NULL,1.16,NULL,54.95,NULL,NULL,72.44
120,685.38,28.48,NULL,4.32,NULL,NULL,38.32,71.4,52.79,40.42,12.36,12.37,24.21,1051.32,NULL,9.85,2862.25,199.27,257.04,0.71,5.83,749.4,NULL,NULL,14.97,7415.67,0.68,0.75,8.52,2.27,0.81,30.6,146.53,NULL,8.38,598.68,272.31,NULL,NULL,116.23
121,485.5,9.3,NULL,3.45,NULL,NULL,44.11,117.93,54.57,46.43,0.0,8.14,11.34,480.93,NULL,0.73,1516.89,109.56,108.76,0.57,10.76,492.28,NULL,NULL,5.32,38475.14,0.35,0.47,10.99,3.36,1.45,3.83,6.51,0.18,1.23,7.06,53.44,NULL,NULL,46.09
122,679.31,18.06,NULL,2.92,NULL,NULL,48.91,93.55,84.96,70.78,0.0,14.18,24.56,1278.71,NULL,1.18,2445.16,172.09,145.6,0.9,4.6,619.8,NULL,NULL,5.82,49940.07,0.44,0.54,20.91,4.67,2.44,0.87,49.97,0.68,6.58,23.18,77.43,NULL,NULL,42.71
123,584.68,27.53,NULL,6.14,NULL,NULL,77.12,214.91,3.22,2.4,0.0,0.82,1.2,282.37,NULL,0.18,1421.12,97.64,38.83,0.25,6.32,784.73,NULL,NULL,2.57,915.82,1.54,0.67,19.95,2.62,2.64,1.74,15.54,1.36,2.66,128.38,16.64,NULL,NULL,94.8
124,565.7,24.49,NULL,3.32,NULL,NULL,23.56,0.0,76.37,46.64,0.0,29.74,39.48,925.95,NULL,3.52,4435.28,326.28,587.87,1.52,4.65,648.61,NULL,NULL,11.95,57308.75,1.17,1.11,5.29,5.27,1.99,NULL,301.81,NULL,7.83,1129.7,607.23,NULL,NULL,7.02
125,251.95,10.82,NULL,1.67,NULL,NULL,34.32,93.5,2.31,2.06,0.0,NULL,0.75,279.1,NULL,0.09,920.45,54.79,29.04,0.45,1.18,357.27,NULL,NULL,1.63,548.3,0.4,0.67,13.61,2.9,1.43,5.41,13.58,NULL,NULL,NULL,59.93,NULL,NULL,62.26
126,529.47,48.25,NULL,5.14,NULL,NULL,12.63,0.0,22.13,11.6,0.0,10.53,6.08,628.87,NULL,2.32,953.75,130.59,98.93,1.1,2.55,293.79,NULL,NULL,2.69,540.29,0.31,0.24,2.39,1.81,0.72,NULL,67.87,NULL,2.37,33.86,169.28,NULL,NULL,4.0
127,410.25,21.11,NULL,7.07,NULL,NULL,51.02,169.2,0.52,0.49,0.0,NULL,0.0,530.22,NULL,0.06,958.75,65.56,16.51,0.52,4.63,598.93,NULL,NULL,2.36,NULL,2.32,0.79,16.32,2.08,1.82,1.34,NULL,0.81,0.64,NULL,NULL,NULL,NULL,75.36
128,537.41,18.79,NULL,2.8,NULL,NULL,37.33,93.55,60.09,50.9,0.0,9.19,44.81,478.9,NULL,1.04,1489.26,92.29,79.44,0.79,1.62,412.3,NULL,NULL,2.76,1678.59,0.54,0.78,15.36,3.64,1.73,5.41,109.78,NULL,2.7,22.19,116.84,NULL,NULL,64.76
129,495.61,26.97,NULL,6.55,NULL,NULL,59.11,182.89,1.21,0.86,0.0,0.35,0.08,1054.11,NULL,0.13,878.24,81.8,32.81,0.38,11.08,559.06,NULL,NULL,5.81,639.83,0.41,0.72,17.92,2.1,0.52,7.72,10.61,NULL,2.7,131.62,77.47,NULL,NULL,67.44
130,298.71,14.14,NULL,4.33,NULL,NULL,37.25,102.06,3.41,1.83,0.0,1.58,0.25,100.44,NULL,0.21,705.38,52.46,100.33,0.17,6.76,360.2,NULL,NULL,4.56,1243.15,0.14,0.23,10.91,1.16,1.1,1.55,19.79,NULL,1.84,254.57,49.77,NULL,NULL,50.62
131,457.01,25.75,NULL,3.7,NULL,NULL,38.66,93.55,19.6,13.52,0.0,6.08,9.44,1267.96,NULL,1.17,1187.41,91.22,368.43,0.53,1.52,390.03,NULL,NULL,2.39,7260.08,0.48,0.85,14.53,3.28,1.73,5.41,53.55,NULL,5.33,629.08,226.48,NULL,NULL,65.23
132,485.11,37.82,NULL,5.4,NULL,NULL,33.91,93.55,1.28,1.13,0.0,NULL,0.23,221.25,NULL,0.09,853.69,50.77,25.72,0.44,1.12,343.78,NULL,NULL,1.59,85.65,0.39,0.65,13.39,2.86,1.42,5.41,4.07,NULL,3.9,16.69,44.52,NULL,NULL,62.32
133,1162.77,85.23,NULL,15.11,NULL,NULL,56.74,135.6,57.1,38.62,0.0,18.48,13.46,2480.97,NULL,1.18,2583.65,168.17,214.68,0.81,10.75,676.33,NULL,NULL,8.01,1586.04,0.49,0.64,19.12,4.86,2.32,2.06,133.48,NULL,12.72,98.62,258.34,NULL,NULL,69.95
134,610.86,11.98,NULL,3.03,NULL,NULL,69.43,117.6,67.64,52.56,0.0,15.08,36.4,2834.98,NULL,3.11,4252.06,158.23,220.29,2.63,6.13,1244.32,NULL,NULL,10.79,1461.25,0.9,1.48,43.13,8.46,1.98,9.49,47.94,6.95,5.56,98.68,303.15,NULL,NULL,211.04
135,855.01,39.9,NULL,8.73,NULL,NULL,35.32,20.4,96.63,87.31,3.18,9.31,7.13,750.44,NULL,4.44,1073.62,268.11,511.09,1.16,4.9,698.91,NULL,NULL,6.07,2519.41,0.79,0.55,7.92,2.41,0.92,0.38,72.19,0.24,2.65,164.58,272.9,NULL,NULL,87.76
136,717.88,35.0,NULL,4.86,NULL,NULL,20.33,0.0,89.88,70.5,0.0,19.38,16.24,627.75,NULL,2.71,2173.22,272.09,150.64,1.25,4.38,595.02,NULL,NULL,9.69,949.01,0.64,0.65,6.38,2.92,0.96,NULL,30.43,NULL,7.43,85.34,307.98,NULL,NULL,11.36
137,547.02,32.66,NULL,4.76,NULL,NULL,32.68,112.89,43.34,25.97,0.0,17.37,8.65,1273.71,NULL,2.46,2128.51,271.68,317.92,1.06,4.31,752.67,NULL,NULL,10.26,1405.95,0.59,0.53,7.78,3.27,0.98,1.28,136.81,NULL,4.96,270.31,217.94,NULL,NULL,19.16
138,725.31,62.84,NULL,8.22,NULL,NULL,24.22,16.13,28.04,13.51,0.0,14.52,7.9,1794.85,NULL,2.62,857.45,308.76,315.91,1.18,3.58,549.82,NULL,NULL,4.38,440.47,0.23,1.3,4.17,0.56,0.17,NULL,NULL,NULL,29.35,NULL,52.32,NULL,NULL,4.81
139,223.33,0.85,NULL,0.2,NULL,NULL,15.33,0.0,49.94,24.52,0.0,25.42,4.57,427.82,NULL,1.34,1726.3,281.92,239.09,1.08,2.36,418.03,NULL,NULL,6.93,85.94,0.34,0.32,4.85,1.57,0.58,NULL,54.17,NULL,1.1,84.78,313.02,NULL,NULL,1.52
140,473.07,8.44,NULL,1.58,NULL,NULL,26.34,36.16,79.37,68.38,0.0,10.99,2.52,223.77,NULL,1.42,745.28,263.03,26.95,1.19,2.93,495.02,NULL,NULL,2.65,314.39,0.16,0.52,13.48,2.16,0.7,0.11,13.4,NULL,0.6,9.43,40.32,NULL,NULL,27.27
141,473.1,21.76,NULL,3.2,NULL,NULL,43.41,156.84,32.57,25.14,0.0,7.43,8.63,1435.75,NULL,2.28,2178.01,311.1,481.04,0.78,2.67,508.85,NULL,NULL,15.82,5237.16,0.56,0.79,10.54,1.38,0.81,2.63,215.71,5.09,4.23,485.19,182.14,NULL,NULL,81.11
142,330.35,9.13,NULL,5.67,NULL,NULL,9.07,112.39,20.26,19.85,18.94,0.42,15.91,136.8,500.32,0.2,593.86,228.65,256.05,0.18,1.06,230.69,NULL,NULL,0.77,394.47,0.08,0.78,12.53,0.86,0.1,0.86,3.39,2.29,0.42,NULL,5.78,NULL,NULL,8.03
143,217.43,7.76,NULL,1.13,NULL,NULL,10.84,0.0,28.83,17.66,0.0,11.17,11.54,11.26,NULL,0.86,634.31,67.17,75.19,0.49,2.49,227.93,NULL,NULL,4.7,1964.35,0.57,0.36,4.19,0.51,0.42,NULL,67.3,NULL,2.48,87.34,158.32,NULL,NULL,5.77
144,169.87,14.98,NULL,2.05,NULL,NULL,2.11,0.0,7.46,4.76,0.0,2.7,4.12,40.51,NULL,0.48,259.23,24.7,174.43,0.05,0.29,42.6,NULL,NULL,1.32,6493.63,0.08,0.23,0.78,NULL,0.11,NULL,61.18,NULL,2.45,261.95,40.35,NULL,NULL,0.8
145,248.3,12.96,NULL,4.18,NULL,NULL,7.06,0.0,28.91,23.09,0.0,5.81,3.23,444.09,NULL,1.31,498.08,89.55,133.23,0.48,1.72,191.28,NULL,NULL,2.64,441.11,0.25,0.15,2.39,0.96,0.42,NULL,65.2,NULL,1.42,72.42,90.55,NULL,NULL,4.46
146,231.8,15.91,NULL,2.03,NULL,NULL,7.94,0.0,19.79,11.61,0.0,8.18,5.33,64.76,NULL,0.95,817.25,58.68,93.11,0.26,1.08,165.48,NULL,NULL,3.14,1511.03,0.31,0.19,1.58,0.67,0.48,NULL,170.14,NULL,3.33,360.74,129.29,NULL,NULL,4.0
147,161.61,2.0,NULL,0.14,NULL,NULL,13.32,32.38,28.28,22.44,0.0,5.84,9.93,1245.15,NULL,2.23,1760.38,262.35,432.33,0.69,2.11,233.96,NULL,NULL,14.19,5922.42,0.46,0.58,4.76,0.38,0.57,0.07,285.51,NULL,1.67,461.47,165.98,NULL,NULL,11.14
148,137.21,11.2,NULL,1.64,NULL,NULL,3.61,0.0,8.63,4.2,0.0,4.43,2.75,116.19,NULL,0.47,531.86,67.76,44.35,0.22,0.69,80.93,NULL,NULL,1.54,3923.82,0.11,0.15,2.0,0.8,0.3,NULL,59.2,NULL,2.58,411.69,66.59,NULL,NULL,1.23
149,237.36,15.58,NULL,2.25,NULL,NULL,4.62,0.0,26.27,17.04,0.0,9.23,2.32,13.83,NULL,0.34,758.8,56.85,29.32,0.24,1.22,121.59,NULL,NULL,1.81,1093.51,0.16,0.22,3.14,1.68,0.48,NULL,53.13,NULL,2.58,22.64,119.99,NULL,NULL,1.19
150,90.93,6.78,NULL,1.21,NULL,NULL,3.55,2.83,4.7,1.4,0.0,3.31,0.39,262.69,NULL,0.86,192.4,41.71,266.75,0.11,0.64,94.87,NULL,NULL,1.11,929.26,0.03,0.1,0.44,NULL,0.07,NULL,0.92,NULL,0.8,226.08,8.72,NULL,NULL,1.29
151,703.82,62.18,NULL,14.15,NULL,NULL,26.77,53.9,16.15,12.86,0.0,3.29,1.74,1001.93,NULL,4.49,680.36,184.61,777.28,0.95,5.64,663.44,NULL,NULL,6.2,6814.33,0.19,0.38,2.65,0.6,0.34,0.79,23.74,0.3,7.5,530.37,96.96,NULL,NULL,20.4
152,995.02,86.76,NULL,21.99,NULL,NULL,47.39,138.35,9.05,5.44,0.0,3.61,1.61,326.42,NULL,0.99,857.08,84.12,168.49,18.44,12.15,360.49,NULL,NULL,7.98,1431.59,0.26,0.6,11.64,0.17,1.08,3.76,29.26,0.23,8.84,314.01,46.96,NULL,NULL,56.18
153,509.39,39.01,NULL,5.34,NULL,NULL,33.05,177.5,8.36,4.02,0.0,4.33,2.95,1446.01,NULL,0.48,824.05,81.32,573.78,0.39,2.08,660.73,NULL,NULL,5.39,639.07,0.17,0.4,7.29,1.06,0.45,11.18,18.54,6.0,7.71,32.43,44.06,NULL,NULL,67.22
154,798.62,65.83,NULL,24.65,NULL,NULL,40.38,197.35,10.88,10.32,0.0,0.56,6.42,2435.16,NULL,0.23,733.16,59.74,345.47,0.11,2.52,620.86,NULL,NULL,1.84,1460.84,0.14,0.53,13.8,2.92,1.15,0.85,39.48,0.39,2.61,121.29,30.64,NULL,NULL,58.52
155,674.2,53.2,NULL,29.94,NULL,NULL,31.39,110.91,22.16,15.1,0.0,7.06,1.83,165.91,NULL,1.26,956.05,116.2,109.76,0.52,6.43,407.44,NULL,NULL,8.25,5116.66,0.34,0.43,11.24,1.31,0.46,3.49,24.21,0.15,2.33,17.36,85.98,NULL,NULL,30.34
156,365.28,9.37,NULL,1.57,NULL,NULL,12.3,3.6,61.53,48.77,0.0,12.77,5.8,376.22,NULL,1.11,682.05,81.08,64.81,0.91,2.63,250.07,NULL,NULL,4.68,950.4,0.35,0.43,6.68,2.07,0.45,NULL,12.15,0.28,2.33,52.64,95.15,NULL,NULL,30.22
157,128.72,2.2,NULL,0.34,NULL,NULL,6.73,0.0,23.17,14.94,0.0,8.23,7.24,551.5,NULL,0.72,632.26,90.08,59.15,0.34,1.17,147.1,NULL,NULL,3.04,3264.9,0.19,0.12,1.17,0.6,0.23,NULL,28.12,NULL,1.82,421.82,153.27,NULL,NULL,2.74
158,353.62,16.8,NULL,2.35,NULL,NULL,7.78,0.65,45.92,39.46,0.0,6.46,14.33,208.34,NULL,1.23,590.39,109.48,56.66,0.36,1.73,243.29,NULL,NULL,2.82,2757.97,0.23,0.24,1.83,0.78,0.5,NULL,140.5,NULL,4.58,15.9,144.12,NULL,NULL,4.24
159,483.46,25.22,NULL,3.33,NULL,NULL,13.96,0.0,53.47,44.62,0.0,8.86,3.31,638.24,NULL,1.31,519.05,73.5,83.62,0.52,1.49,246.37,NULL,NULL,3.23,1550.03,0.3,0.11,2.2,0.98,0.8,NULL,41.09,NULL,2.85,186.11,63.81,NULL,NULL,3.06
160,170.13,14.83,NULL,2.15,NULL,NULL,2.32,0.0,10.91,3.72,0.0,7.19,1.62,8.48,NULL,0.21,551.64,32.92,18.17,0.21,0.7,60.4,NULL,NULL,0.65,291.28,0.08,0.14,1.87,1.44,0.29,NULL,15.2,NULL,2.19,23.29,86.52,NULL,NULL,NULL
161,58.24,2.43,NULL,0.41,NULL,NULL,3.28,0.0,8.0,4.97,0.0,3.04,1.96,328.45,NULL,0.28,366.5,24.55,56.17,0.06,0.48,76.67,NULL,NULL,0.88,710.13,0.08,0.13,0.74,0.66,0.21,NULL,101.94,NULL,1.18,117.65,71.85,NULL,NULL,2.96
162,133.79,6.38,NULL,0.85,NULL,NULL,5.24,0.0,15.34,11.11,0.0,4.23,2.76,203.18,NULL,0.54,262.25,33.81,38.23,0.28,1.03,123.65,NULL,NULL,1.96,354.94,0.19,0.06,0.77,0.37,0.17,NULL,16.9,NULL,0.61,47.36,128.08,NULL,NULL,3.6
163,134.47,2.66,NULL,0.42,NULL,NULL,7.47,0.0,23.64,18.28,0.0,5.36,9.56,63.89,NULL,0.48,632.12,46.37,130.01,0.15,0.48,80.52,NULL,NULL,1.75,7565.61,0.14,0.09,1.46,0.99,0.34,NULL,65.79,NULL,1.21,17.43,78.22,NULL,NULL,1.57
164,360.99,18.02,NULL,2.75,NULL,NULL,9.32,0.0,43.97,37.14,0.0,6.82,8.01,214.87,NULL,1.94,722.56,158.67,169.97,0.34,1.93,334.96,NULL,NULL,4.93,3679.94,0.15,0.22,1.56,1.23,0.63,NULL,112.44,NULL,4.14,63.78,132.59,NULL,NULL,9.51
165,222.26,10.22,NULL,1.12,NULL,NULL,6.08,0.0,32.14,22.36,0.0,9.78,14.2,167.29,NULL,0.81,1037.35,83.81,147.95,0.33,1.36,183.84,NULL,NULL,2.92,33445.07,0.37,0.24,3.32,0.93,0.63,NULL,80.16,NULL,5.81,118.19,101.83,NULL,NULL,6.44
166,417.83,6.4,NULL,0.93,NULL,NULL,38.75,147.74,53.99,48.65,0.0,5.34,6.52,1517.71,NULL,2.29,1855.53,277.94,559.18,1.87,7.63,557.94,NULL,NULL,14.23,1824.62,0.57,0.65,8.66,1.78,0.48,4.99,201.98,NULL,3.45,413.34,176.61,NULL,NULL,73.43
